example_id                                                                                                       | status | run_time        |
---------------------------------------------------------------------------------------------------------------- | ------ | --------------- |
./spec/notices/shop_employee_notices/notice_to_employees_that_active_er_is_terminated_from_shop_spec.rb[1:1:1:1] | passed | 0.83693 seconds |
./spec/notices/shop_employee_notices/notice_to_employees_that_active_er_is_terminated_from_shop_spec.rb[1:1:2:1] | passed | 0.18523 seconds |
./spec/notices/shop_employee_notices/notice_to_employees_that_active_er_is_terminated_from_shop_spec.rb[1:1:2:2] | passed | 0.20108 seconds |
./spec/notices/shop_employee_notices/notice_to_employees_that_active_er_is_terminated_from_shop_spec.rb[1:1:2:3] | passed | 0.20108 seconds |
./spec/notices/shop_employee_notices/notice_to_employees_that_active_er_is_terminated_from_shop_spec.rb[1:2:1]   | passed | 0.1913 seconds  |
./spec/notices/shop_employee_notices/notice_to_employees_that_active_er_is_terminated_from_shop_spec.rb[1:3:1]   | passed | 0.21393 seconds |
./spec/notices/shop_employee_notices/notice_to_employees_that_active_er_is_terminated_from_shop_spec.rb[1:4:1]   | passed | 0.2288 seconds  |
./spec/notices/shop_employee_notices/notice_to_employees_that_active_er_is_terminated_from_shop_spec.rb[1:4:2]   | passed | 3.76 seconds    |
./spec/notices/shop_employee_notices/notify_employee_due_to_renewal_employer_ineligibility_spec.rb[1:1:1:1]      | passed | 1 second        |
./spec/notices/shop_employee_notices/notify_employee_due_to_renewal_employer_ineligibility_spec.rb[1:1:2:1]      | passed | 0.31151 seconds |
./spec/notices/shop_employee_notices/notify_employee_due_to_renewal_employer_ineligibility_spec.rb[1:1:2:2]      | passed | 0.40958 seconds |
./spec/notices/shop_employee_notices/notify_employee_due_to_renewal_employer_ineligibility_spec.rb[1:1:2:3]      | passed | 0.35224 seconds |
./spec/notices/shop_employee_notices/notify_employee_due_to_renewal_employer_ineligibility_spec.rb[1:2:1]        | passed | 0.36773 seconds |
./spec/notices/shop_employee_notices/notify_employee_due_to_renewal_employer_ineligibility_spec.rb[1:3:1]        | passed | 0.33777 seconds |
./spec/notices/shop_employee_notices/termination_of_employers_health_coverage_spec.rb[1:1:1:1]                   | passed | 0.77992 seconds |
./spec/notices/shop_employee_notices/termination_of_employers_health_coverage_spec.rb[1:1:2:1]                   | passed | 0.20087 seconds |
./spec/notices/shop_employee_notices/termination_of_employers_health_coverage_spec.rb[1:1:2:2]                   | passed | 0.19101 seconds |
./spec/notices/shop_employee_notices/termination_of_employers_health_coverage_spec.rb[1:1:2:3]                   | passed | 0.21591 seconds |
./spec/notices/shop_employee_notices/termination_of_employers_health_coverage_spec.rb[1:2:1]                     | passed | 0.22534 seconds |
./spec/notices/shop_employee_notices/termination_of_employers_health_coverage_spec.rb[1:3:1]                     | passed | 0.23919 seconds |
./spec/notices/shop_employee_notices/termination_of_employers_health_coverage_spec.rb[1:4:1]                     | passed | 0.21456 seconds |
./spec/notices/shop_employee_notices/termination_of_employers_health_coverage_spec.rb[1:4:2]                     | passed | 4.51 seconds    |
