example_id                                                                                                   | status | run_time        |
------------------------------------------------------------------------------------------------------------ | ------ | --------------- |
./spec/controllers/benefit_markets/benefit_markets_controller_spec.rb[1:1:1]                                 | passed | 0.04321 seconds |
./spec/controllers/benefit_markets/benefit_markets_controller_spec.rb[1:1:2]                                 | passed | 0.04838 seconds |
./spec/controllers/benefit_markets/benefit_markets_controller_spec.rb[1:2:1:1]                               | passed | 0.05793 seconds |
./spec/controllers/benefit_markets/benefit_markets_controller_spec.rb[1:2:2:1]                               | passed | 0.04643 seconds |
./spec/controllers/benefit_markets/benefit_markets_controller_spec.rb[1:2:2:2]                               | passed | 0.04942 seconds |
./spec/controllers/benefit_markets/benefit_markets_controller_spec.rb[1:3:1]                                 | passed | 0.05582 seconds |
./spec/controllers/benefit_markets/benefit_markets_controller_spec.rb[1:3:2]                                 | passed | 0.1435 seconds  |
./spec/controllers/benefit_markets/benefit_markets_controller_spec.rb[1:4:1:1]                               | passed | 0.0645 seconds  |
./spec/controllers/benefit_markets/benefit_markets_controller_spec.rb[1:4:2:1]                               | passed | 0.05918 seconds |
./spec/controllers/benefit_markets/benefit_markets_controller_spec.rb[1:4:2:2]                               | passed | 0.06972 seconds |
./spec/models/benefit_markets/benefit_market_catalog_spec.rb[1:1:1:1]                                        | passed | 0.03024 seconds |
./spec/models/benefit_markets/benefit_market_catalog_spec.rb[1:1:2:1]                                        | passed | 0.0354 seconds  |
./spec/models/benefit_markets/benefit_market_catalog_spec.rb[1:1:3:1]                                        | passed | 0.02449 seconds |
./spec/models/benefit_markets/benefit_market_catalog_spec.rb[1:1:4:1]                                        | passed | 0.04179 seconds |
./spec/models/benefit_markets/benefit_market_catalog_spec.rb[1:1:5:1]                                        | passed | 0.03092 seconds |
./spec/models/benefit_markets/benefit_market_catalog_spec.rb[1:1:6:1:1]                                      | passed | 0.03187 seconds |
./spec/models/benefit_markets/benefit_market_catalog_spec.rb[1:1:6:1:2]                                      | passed | 0.03293 seconds |
./spec/models/benefit_markets/benefit_market_catalog_spec.rb[1:1:6:1:3]                                      | passed | 0.03133 seconds |
./spec/models/benefit_markets/benefit_market_catalog_spec.rb[1:2:1:1]                                        | passed | 0.03558 seconds |
./spec/models/benefit_markets/benefit_market_catalog_spec.rb[1:2:2:1]                                        | passed | 0.03554 seconds |
./spec/models/benefit_markets/benefit_market_catalog_spec.rb[1:2:3:1]                                        | passed | 0.0353 seconds  |
./spec/models/benefit_markets/benefit_market_catalog_spec.rb[1:2:4:1]                                        | passed | 0.03594 seconds |
./spec/models/benefit_markets/benefit_market_spec.rb[1:1:1:1]                                                | passed | 0.02878 seconds |
./spec/models/benefit_markets/benefit_market_spec.rb[1:1:2:1]                                                | passed | 0.02658 seconds |
./spec/models/benefit_markets/benefit_market_spec.rb[1:1:3:1]                                                | passed | 0.03972 seconds |
./spec/models/benefit_markets/benefit_market_spec.rb[1:1:4:1]                                                | passed | 0.02417 seconds |
./spec/models/benefit_markets/benefit_market_spec.rb[1:1:5:1]                                                | passed | 0.0254 seconds  |
./spec/models/benefit_markets/benefit_market_spec.rb[1:1:5:2]                                                | passed | 0.02935 seconds |
./spec/models/benefit_markets/benefit_market_spec.rb[1:1:5:3]                                                | passed | 0.02795 seconds |
./spec/models/benefit_markets/benefit_market_spec.rb[1:2:1]                                                  | passed | 0.03141 seconds |
./spec/models/benefit_markets/benefit_market_spec.rb[1:2:2]                                                  | passed | 0.03383 seconds |
./spec/models/benefit_markets/benefit_sponsor_catalog_spec.rb[1:1:1:1]                                       | passed | 0.06302 seconds |
./spec/models/benefit_markets/benefit_sponsor_catalog_spec.rb[1:1:2:1]                                       | passed | 0.06298 seconds |
./spec/models/benefit_markets/benefit_sponsor_catalog_spec.rb[1:1:3:1]                                       | passed | 0.06089 seconds |
./spec/models/benefit_markets/benefit_sponsor_catalog_spec.rb[1:1:4:1]                                       | passed | 0.0603 seconds  |
./spec/models/benefit_markets/benefit_sponsor_catalog_spec.rb[1:1:5:1]                                       | passed | 0.06113 seconds |
./spec/models/benefit_markets/benefit_sponsor_catalog_spec.rb[1:1:6:1]                                       | passed | 0.05203 seconds |
./spec/models/benefit_markets/benefit_sponsor_catalog_spec.rb[1:1:7:1]                                       | passed | 0.07216 seconds |
./spec/models/benefit_markets/benefit_sponsor_catalog_spec.rb[1:2:1:1]                                       | passed | 0.08883 seconds |
./spec/models/benefit_markets/benefit_sponsor_catalog_spec.rb[1:2:1:2]                                       | passed | 0.05327 seconds |
./spec/models/benefit_markets/benefit_sponsor_catalog_spec.rb[1:2:2:1]                                       | passed | 0.05181 seconds |
./spec/models/benefit_markets/benefit_sponsor_catalog_spec.rb[1:2:2:2]                                       | passed | 0.06148 seconds |
./spec/models/benefit_markets/benefit_sponsor_catalog_spec.rb[1:2:3:1]                                       | passed | 0.07914 seconds |
./spec/models/benefit_markets/benefit_sponsor_catalog_spec.rb[1:2:3:2]                                       | passed | 0.09337 seconds |
./spec/models/benefit_markets/configurations/aca_individual_configuration_spec.rb[1:1:1]                     | passed | 0.00082 seconds |
./spec/models/benefit_markets/configurations/aca_individual_configuration_spec.rb[1:1:2]                     | passed | 0.00042 seconds |
./spec/models/benefit_markets/configurations/aca_individual_initial_application_configuration_spec.rb[1:1:1] | passed | 0.00039 seconds |
./spec/models/benefit_markets/configurations/aca_individual_initial_application_configuration_spec.rb[1:1:2] | passed | 0.00042 seconds |
./spec/models/benefit_markets/configurations/aca_shop_configuration_spec.rb[1:1:1]                           | passed | 0.02607 seconds |
./spec/models/benefit_markets/configurations/aca_shop_initial_application_configuration_spec.rb[1:1:1]       | passed | 0.02412 seconds |
./spec/models/benefit_markets/configurations/aca_shop_renewal_application_configuration_spec.rb[1:1:1]       | passed | 0.0319 seconds  |
./spec/models/benefit_markets/contribution_models/contribution_model_builder_spec.rb[1:1:1:1]                | passed | 0.00115 seconds |
./spec/models/benefit_markets/contribution_models/contribution_model_builder_spec.rb[1:1:1:2]                | passed | 0.00117 seconds |
./spec/models/benefit_markets/contribution_models/contribution_model_builder_spec.rb[1:1:1:3]                | passed | 0.00297 seconds |
./spec/models/benefit_markets/contribution_models/contribution_model_builder_spec.rb[1:1:1:4]                | passed | 0.00126 seconds |
./spec/models/benefit_markets/contribution_models/contribution_model_builder_spec.rb[1:1:1:5]                | passed | 0.00117 seconds |
./spec/models/benefit_markets/contribution_models/contribution_model_spec.rb[1:1:1]                          | passed | 0.00223 seconds |
./spec/models/benefit_markets/contribution_models/contribution_model_spec.rb[1:1:2]                          | passed | 0.00329 seconds |
./spec/models/benefit_markets/contribution_models/contribution_model_spec.rb[1:1:3]                          | passed | 0.00207 seconds |
./spec/models/benefit_markets/contribution_models/contribution_model_spec.rb[1:1:4]                          | passed | 0.0025 seconds  |
./spec/models/benefit_markets/contribution_models/contribution_model_spec.rb[1:1:5]                          | passed | 0.00279 seconds |
./spec/models/benefit_markets/contribution_models/contribution_unit_spec.rb[1:1:1]                           | passed | 0.00083 seconds |
./spec/models/benefit_markets/contribution_models/contribution_unit_spec.rb[1:2:1]                           | passed | 0.01702 seconds |
./spec/models/benefit_markets/contribution_models/member_relationship_map_spec.rb[1:1:1]                     | passed | 0.00129 seconds |
./spec/models/benefit_markets/contribution_models/member_relationship_spec.rb[1:1:1:1]                       | passed | 0.00039 seconds |
./spec/models/benefit_markets/contribution_models/member_relationship_spec.rb[1:1:2:1]                       | passed | 0.00027 seconds |
./spec/models/benefit_markets/contribution_models/member_relationship_spec.rb[1:1:3:1]                       | passed | 0.00033 seconds |
./spec/models/benefit_markets/contribution_models/member_relationship_spec.rb[1:2:1:1]                       | passed | 0.00041 seconds |
./spec/models/benefit_markets/contribution_models/member_relationship_spec.rb[1:2:2:1]                       | passed | 0.00037 seconds |
./spec/models/benefit_markets/forms/benefit_market_spec.rb[1:1:1]                                            | passed | 0.03862 seconds |
./spec/models/benefit_markets/forms/benefit_market_spec.rb[1:1:2]                                            | passed | 0.02815 seconds |
./spec/models/benefit_markets/forms/benefit_market_spec.rb[1:1:3]                                            | passed | 0.02528 seconds |
./spec/models/benefit_markets/forms/benefit_market_spec.rb[1:2:1]                                            | passed | 0.02315 seconds |
./spec/models/benefit_markets/forms/benefit_market_spec.rb[1:2:2]                                            | passed | 0.03615 seconds |
./spec/models/benefit_markets/forms/benefit_market_spec.rb[1:3:1]                                            | passed | 0.03446 seconds |
./spec/models/benefit_markets/forms/benefit_market_spec.rb[1:3:2]                                            | passed | 0.03054 seconds |
./spec/models/benefit_markets/forms/benefit_market_spec.rb[1:4:1]                                            | passed | 0.03289 seconds |
./spec/models/benefit_markets/forms/benefit_market_spec.rb[1:4:2]                                            | passed | 0.03225 seconds |
./spec/models/benefit_markets/forms/benefit_market_spec.rb[1:4:3:1]                                          | passed | 0.03922 seconds |
./spec/models/benefit_markets/forms/benefit_market_spec.rb[1:4:3:2]                                          | passed | 0.03821 seconds |
./spec/models/benefit_markets/forms/benefit_market_spec.rb[1:4:3:3]                                          | passed | 0.03842 seconds |
./spec/models/benefit_markets/locations/rating_area_spec.rb[1:1:1]                                           | passed | 0.00089 seconds |
./spec/models/benefit_markets/locations/rating_area_spec.rb[1:1:2]                                           | passed | 0.00091 seconds |
./spec/models/benefit_markets/locations/rating_area_spec.rb[1:1:3]                                           | passed | 0.00098 seconds |
./spec/models/benefit_markets/locations/rating_area_spec.rb[1:2:1]                                           | passed | 0.00177 seconds |
./spec/models/benefit_markets/locations/rating_area_spec.rb[1:3:1]                                           | passed | 0.00098 seconds |
./spec/models/benefit_markets/locations/rating_area_spec.rb[1:4:1]                                           | passed | 0.02726 seconds |
./spec/models/benefit_markets/locations/rating_area_spec.rb[1:4:2]                                           | passed | 0.02782 seconds |
./spec/models/benefit_markets/locations/rating_area_spec.rb[1:4:3]                                           | passed | 0.02697 seconds |
./spec/models/benefit_markets/locations/rating_area_spec.rb[1:4:4]                                           | passed | 0.02671 seconds |
./spec/models/benefit_markets/locations/rating_area_spec.rb[1:5:1]                                           | passed | 0.03324 seconds |
./spec/models/benefit_markets/locations/rating_area_spec.rb[1:5:2]                                           | passed | 0.02511 seconds |
./spec/models/benefit_markets/locations/service_area_spec.rb[1:1:1]                                          | passed | 0.01 seconds    |
./spec/models/benefit_markets/locations/service_area_spec.rb[1:1:2]                                          | passed | 0.00146 seconds |
./spec/models/benefit_markets/locations/service_area_spec.rb[1:1:3]                                          | passed | 0.00313 seconds |
./spec/models/benefit_markets/locations/service_area_spec.rb[1:2:1]                                          | passed | 0.00138 seconds |
./spec/models/benefit_markets/locations/service_area_spec.rb[1:3:1]                                          | passed | 0.00203 seconds |
./spec/models/benefit_markets/locations/service_area_spec.rb[1:4:1]                                          | passed | 0.02974 seconds |
./spec/models/benefit_markets/locations/service_area_spec.rb[1:4:2]                                          | passed | 0.03655 seconds |
./spec/models/benefit_markets/locations/service_area_spec.rb[1:4:3]                                          | passed | 0.04851 seconds |
./spec/models/benefit_markets/locations/service_area_spec.rb[1:4:4]                                          | passed | 0.03387 seconds |
./spec/models/benefit_markets/locations/service_area_spec.rb[1:5:1]                                          | passed | 0.03776 seconds |
./spec/models/benefit_markets/locations/service_area_spec.rb[1:5:2]                                          | passed | 0.0387 seconds  |
./spec/models/benefit_markets/pricing_models/member_relationship_map_spec.rb[1:1:1]                          | passed | 0.00276 seconds |
./spec/models/benefit_markets/pricing_models/member_relationship_spec.rb[1:1:1:1]                            | passed | 0.00032 seconds |
./spec/models/benefit_markets/pricing_models/member_relationship_spec.rb[1:1:2:1]                            | passed | 0.0003 seconds  |
./spec/models/benefit_markets/pricing_models/member_relationship_spec.rb[1:1:3:1]                            | passed | 0.00027 seconds |
./spec/models/benefit_markets/pricing_models/member_relationship_spec.rb[1:2:1:1]                            | passed | 0.00028 seconds |
./spec/models/benefit_markets/pricing_models/member_relationship_spec.rb[1:2:2:1]                            | passed | 0.00032 seconds |
./spec/models/benefit_markets/pricing_models/pricing_model_spec.rb[1:1:1]                                    | passed | 0.0019 seconds  |
./spec/models/benefit_markets/pricing_models/pricing_model_spec.rb[1:1:2]                                    | passed | 0.00171 seconds |
./spec/models/benefit_markets/pricing_models/pricing_model_spec.rb[1:1:3]                                    | passed | 0.00201 seconds |
./spec/models/benefit_markets/pricing_models/pricing_model_spec.rb[1:1:4]                                    | passed | 0.00176 seconds |
./spec/models/benefit_markets/pricing_models/pricing_model_spec.rb[1:1:5]                                    | passed | 0.00287 seconds |
./spec/models/benefit_markets/pricing_models/pricing_model_spec.rb[1:2:1]                                    | passed | 0.00022 seconds |
./spec/models/benefit_markets/pricing_models/relationship_pricing_unit_spec.rb[1:1:1]                        | passed | 0.00104 seconds |
./spec/models/benefit_markets/products/actuarial_factors/actuarial_factor_entry_spec.rb[1:1]                 | passed | 0.00179 seconds |
./spec/models/benefit_markets/products/actuarial_factors/actuarial_factor_entry_spec.rb[1:2]                 | passed | 0.00099 seconds |
./spec/models/benefit_markets/products/actuarial_factors/composite_rating_tier_actuarial_factor_spec.rb[1:1] | passed | 0.00157 seconds |
./spec/models/benefit_markets/products/actuarial_factors/composite_rating_tier_actuarial_factor_spec.rb[1:2] | passed | 0.00253 seconds |
./spec/models/benefit_markets/products/actuarial_factors/composite_rating_tier_actuarial_factor_spec.rb[1:3] | passed | 0.00158 seconds |
./spec/models/benefit_markets/products/actuarial_factors/composite_rating_tier_actuarial_factor_spec.rb[2:1] | passed | 0.00081 seconds |
