example_id                                                                                                      | status  | run_time |
--------------------------------------------------------------------------------------------------------------- | ------- | -------- |
./spec/controllers/sponsored_benefits/census_members/plan_design_census_employees_controller_spec.rb[1:1:1]     | unknown |          |
./spec/controllers/sponsored_benefits/census_members/plan_design_census_employees_controller_spec.rb[1:2:1]     | unknown |          |
./spec/controllers/sponsored_benefits/census_members/plan_design_census_employees_controller_spec.rb[1:3:1]     | unknown |          |
./spec/controllers/sponsored_benefits/census_members/plan_design_census_employees_controller_spec.rb[1:3:2:1]   | unknown |          |
./spec/controllers/sponsored_benefits/census_members/plan_design_census_employees_controller_spec.rb[1:4:1]     | unknown |          |
./spec/controllers/sponsored_benefits/census_members/plan_design_census_employees_controller_spec.rb[1:5:1:1]   | unknown |          |
./spec/controllers/sponsored_benefits/census_members/plan_design_census_employees_controller_spec.rb[1:5:1:2]   | unknown |          |
./spec/controllers/sponsored_benefits/census_members/plan_design_census_employees_controller_spec.rb[1:5:1:3]   | unknown |          |
./spec/controllers/sponsored_benefits/census_members/plan_design_census_employees_controller_spec.rb[1:5:2:1]   | unknown |          |
./spec/controllers/sponsored_benefits/census_members/plan_design_census_employees_controller_spec.rb[1:6:1:1:1] | unknown |          |
./spec/controllers/sponsored_benefits/census_members/plan_design_census_employees_controller_spec.rb[1:6:1:2:1] | unknown |          |
./spec/controllers/sponsored_benefits/census_members/plan_design_census_employees_controller_spec.rb[1:6:1:3:1] | unknown |          |
./spec/controllers/sponsored_benefits/organizations/plan_design_organizations_controller_spec.rb[1:1:1:1]       | unknown |          |
./spec/controllers/sponsored_benefits/organizations/plan_design_organizations_controller_spec.rb[1:1:2:1]       | unknown |          |
./spec/controllers/sponsored_benefits/organizations/plan_design_organizations_controller_spec.rb[1:2:1:1]       | unknown |          |
./spec/controllers/sponsored_benefits/organizations/plan_design_organizations_controller_spec.rb[1:2:2:1]       | unknown |          |
./spec/controllers/sponsored_benefits/organizations/plan_design_organizations_controller_spec.rb[1:3:1:1:1]     | unknown |          |
./spec/controllers/sponsored_benefits/organizations/plan_design_organizations_controller_spec.rb[1:3:1:1:2]     | unknown |          |
./spec/controllers/sponsored_benefits/organizations/plan_design_organizations_controller_spec.rb[1:3:1:2:1]     | unknown |          |
./spec/controllers/sponsored_benefits/organizations/plan_design_organizations_controller_spec.rb[1:3:1:2:2]     | unknown |          |
./spec/controllers/sponsored_benefits/organizations/plan_design_organizations_controller_spec.rb[1:3:2:1:1]     | unknown |          |
./spec/controllers/sponsored_benefits/organizations/plan_design_organizations_controller_spec.rb[1:3:2:1:2]     | unknown |          |
./spec/controllers/sponsored_benefits/organizations/plan_design_organizations_controller_spec.rb[1:3:2:2:1]     | unknown |          |
./spec/controllers/sponsored_benefits/organizations/plan_design_organizations_controller_spec.rb[1:3:2:2:2]     | unknown |          |
./spec/controllers/sponsored_benefits/organizations/plan_design_organizations_controller_spec.rb[1:4:1:1:1]     | unknown |          |
./spec/controllers/sponsored_benefits/organizations/plan_design_organizations_controller_spec.rb[1:4:1:1:2]     | unknown |          |
./spec/controllers/sponsored_benefits/organizations/plan_design_organizations_controller_spec.rb[1:4:1:1:3]     | unknown |          |
./spec/controllers/sponsored_benefits/organizations/plan_design_organizations_controller_spec.rb[1:4:1:2:1]     | unknown |          |
./spec/controllers/sponsored_benefits/organizations/plan_design_organizations_controller_spec.rb[1:4:1:2:2]     | unknown |          |
./spec/controllers/sponsored_benefits/organizations/plan_design_organizations_controller_spec.rb[1:4:1:3:1]     | unknown |          |
./spec/controllers/sponsored_benefits/organizations/plan_design_organizations_controller_spec.rb[1:4:1:3:2]     | unknown |          |
./spec/controllers/sponsored_benefits/organizations/plan_design_organizations_controller_spec.rb[1:4:2:1:1]     | unknown |          |
./spec/controllers/sponsored_benefits/organizations/plan_design_organizations_controller_spec.rb[1:4:2:1:2]     | unknown |          |
./spec/controllers/sponsored_benefits/organizations/plan_design_organizations_controller_spec.rb[1:4:2:1:3]     | unknown |          |
./spec/controllers/sponsored_benefits/organizations/plan_design_organizations_controller_spec.rb[1:4:2:2:1]     | unknown |          |
./spec/controllers/sponsored_benefits/organizations/plan_design_organizations_controller_spec.rb[1:4:2:2:2]     | unknown |          |
./spec/controllers/sponsored_benefits/organizations/plan_design_organizations_controller_spec.rb[1:4:2:3:1]     | unknown |          |
./spec/controllers/sponsored_benefits/organizations/plan_design_organizations_controller_spec.rb[1:4:2:3:2]     | unknown |          |
./spec/controllers/sponsored_benefits/organizations/plan_design_organizations_controller_spec.rb[1:5:1:1:1]     | unknown |          |
./spec/controllers/sponsored_benefits/organizations/plan_design_organizations_controller_spec.rb[1:5:1:1:2]     | unknown |          |
./spec/controllers/sponsored_benefits/organizations/plan_design_organizations_controller_spec.rb[1:5:1:2:1]     | unknown |          |
./spec/controllers/sponsored_benefits/organizations/plan_design_organizations_controller_spec.rb[1:5:1:2:2]     | unknown |          |
./spec/controllers/sponsored_benefits/organizations/plan_design_organizations_controller_spec.rb[1:5:2:1:1]     | unknown |          |
./spec/controllers/sponsored_benefits/organizations/plan_design_organizations_controller_spec.rb[1:5:2:1:2]     | unknown |          |
./spec/controllers/sponsored_benefits/organizations/plan_design_organizations_controller_spec.rb[1:5:2:2:1]     | unknown |          |
./spec/controllers/sponsored_benefits/organizations/plan_design_organizations_controller_spec.rb[1:5:2:2:2]     | unknown |          |
./spec/controllers/sponsored_benefits/organizations/plan_design_proposals_controller_spec.rb[1:1:1]             | unknown |          |
./spec/controllers/sponsored_benefits/organizations/plan_design_proposals_controller_spec.rb[1:2:1]             | unknown |          |
./spec/controllers/sponsored_benefits/organizations/plan_design_proposals_controller_spec.rb[1:3:1]             | unknown |          |
./spec/controllers/sponsored_benefits/organizations/plan_design_proposals_controller_spec.rb[1:4:1]             | unknown |          |
./spec/controllers/sponsored_benefits/organizations/plan_design_proposals_controller_spec.rb[1:5:1:1]           | unknown |          |
./spec/controllers/sponsored_benefits/organizations/plan_design_proposals_controller_spec.rb[1:5:1:2]           | unknown |          |
./spec/controllers/sponsored_benefits/organizations/plan_design_proposals_controller_spec.rb[1:5:2:1]           | unknown |          |
./spec/models/sponsored_benefits/benefit_applications/aca_shop_cca_benefit_application_builder_spec.rb[1:1:1]   | unknown |          |
./spec/models/sponsored_benefits/benefit_applications/aca_shop_dc_benefit_application_builder_spec.rb[1:1]      | unknown |          |
./spec/models/sponsored_benefits/benefit_applications/benefit_application_renewer_spec.rb[1:1]                  | unknown |          |
./spec/models/sponsored_benefits/benefit_applications/benefit_application_spec.rb[1:1:1]                        | unknown |          |
./spec/models/sponsored_benefits/benefit_applications/benefit_application_spec.rb[1:2:1]                        | unknown |          |
./spec/models/sponsored_benefits/benefit_applications/benefit_application_spec.rb[1:3:1]                        | unknown |          |
./spec/models/sponsored_benefits/benefit_applications/benefit_application_spec.rb[1:4:1]                        | unknown |          |
./spec/models/sponsored_benefits/benefit_applications/benefit_application_spec.rb[1:5:1]                        | unknown |          |
./spec/models/sponsored_benefits/benefit_applications/benefit_application_spec.rb[1:6:1]                        | unknown |          |
./spec/models/sponsored_benefits/benefit_applications/benefit_application_spec.rb[1:7:1]                        | unknown |          |
./spec/models/sponsored_benefits/benefit_applications/benefit_application_spec.rb[1:7:2]                        | unknown |          |
./spec/models/sponsored_benefits/benefit_applications/benefit_application_spec.rb[1:7:3:1:1]                    | unknown |          |
./spec/models/sponsored_benefits/benefit_applications/benefit_application_spec.rb[1:7:3:1:2]                    | unknown |          |
./spec/models/sponsored_benefits/benefit_applications/benefit_application_spec.rb[1:7:3:2:1]                    | unknown |          |
./spec/models/sponsored_benefits/benefit_applications/benefit_application_spec.rb[1:7:3:2:2]                    | unknown |          |
./spec/models/sponsored_benefits/benefit_applications/benefit_application_spec.rb[1:7:3:3:1]                    | unknown |          |
./spec/models/sponsored_benefits/benefit_applications/benefit_application_spec.rb[1:7:3:3:2]                    | unknown |          |
./spec/models/sponsored_benefits/benefit_applications/benefit_application_spec.rb[1:7:3:4:1]                    | unknown |          |
./spec/models/sponsored_benefits/benefit_applications/benefit_application_spec.rb[1:7:3:4:2]                    | unknown |          |
./spec/models/sponsored_benefits/benefit_applications/benefit_application_spec.rb[1:7:4:1]                      | unknown |          |
./spec/models/sponsored_benefits/benefit_applications/benefit_application_spec.rb[1:7:5:1]                      | unknown |          |
./spec/models/sponsored_benefits/benefit_applications/benefit_application_spec.rb[1:7:5:2]                      | unknown |          |
./spec/models/sponsored_benefits/benefit_applications/benefit_application_terminator_spec.rb[1:1]               | unknown |          |
./spec/models/sponsored_benefits/benefit_applications/benefit_group_spec.rb[1:1]                                | unknown |          |
./spec/models/sponsored_benefits/benefit_applications/benefit_group_spec.rb[1:2:1]                              | unknown |          |
./spec/models/sponsored_benefits/benefit_applications/cca_employer_profile_builder_spec.rb[1:1]                 | unknown |          |
./spec/models/sponsored_benefits/benefit_applications/cca_plan_design_proposal_builder_spec.rb[1:1]             | unknown |          |
./spec/models/sponsored_benefits/benefit_applications/congress_benefit_application_spec.rb[1:1]                 | unknown |          |
./spec/models/sponsored_benefits/benefit_applications/employer_profile_builder_spec.rb[1:1:1]                   | unknown |          |
./spec/models/sponsored_benefits/benefit_applications/exempt_dc_benefit_application_builder_spec.rb[1:1]        | unknown |          |
./spec/models/sponsored_benefits/benefit_applications/exempt_dc_benefit_application_spec.rb[1:1]                | unknown |          |
./spec/models/sponsored_benefits/benefit_applications/plan_design_proposal_builder_spec.rb[1:1]                 | unknown |          |
./spec/models/sponsored_benefits/benefit_catalogs/aca_individual_health_product_spec.rb[1:1]                    | unknown |          |
./spec/models/sponsored_benefits/benefit_catalogs/aca_shop_dental_product_spec.rb[1:1]                          | unknown |          |
./spec/models/sponsored_benefits/benefit_catalogs/aca_shop_health_product_spec.rb[1:1]                          | unknown |          |
./spec/models/sponsored_benefits/benefit_catalogs/benefit_catalog_spec.rb[1:1]                                  | unknown |          |
./spec/models/sponsored_benefits/benefit_catalogs/member_eligibility_policy_spec.rb[1:1]                        | unknown |          |
./spec/models/sponsored_benefits/benefit_catalogs/product_spec.rb[1:1]                                          | unknown |          |
./spec/models/sponsored_benefits/benefit_sponsorships/account_spec.rb[1:1]                                      | unknown |          |
./spec/models/sponsored_benefits/benefit_sponsorships/benefit_package_spec.rb[1:1]                              | unknown |          |
./spec/models/sponsored_benefits/cases/benefit_sponsor_reinstate_case_spec.rb[1:1]                              | unknown |          |
./spec/models/sponsored_benefits/cases/benefit_sponsor_terminate_case_spec.rb[1:1]                              | unknown |          |
./spec/models/sponsored_benefits/cases/case_spec.rb[1:1]                                                        | unknown |          |
./spec/models/sponsored_benefits/cases/composite_task_spec.rb[1:1]                                              | unknown |          |
./spec/models/sponsored_benefits/cases/task_spec.rb[1:1]                                                        | unknown |          |
./spec/models/sponsored_benefits/census_members/plan_design_census_employee_spec.rb[1:1:1]                      | unknown |          |
./spec/models/sponsored_benefits/census_members/roster_renewer_spec.rb[1:1]                                     | unknown |          |
./spec/models/sponsored_benefits/census_members/roster_spec.rb[1:1]                                             | unknown |          |
./spec/models/sponsored_benefits/census_members/roster_terminator_spec.rb[1:1]                                  | unknown |          |
./spec/models/sponsored_benefits/documents/document_spec.rb[1:1]                                                | unknown |          |
./spec/models/sponsored_benefits/documents/invoice_spec.rb[1:1]                                                 | unknown |          |
./spec/models/sponsored_benefits/forms/plan_design_census_employee_import_spec.rb[1:1:1]                        | unknown |          |
./spec/models/sponsored_benefits/forms/plan_design_census_employee_import_spec.rb[1:2:1]                        | unknown |          |
./spec/models/sponsored_benefits/forms/plan_design_census_employee_import_spec.rb[1:3]                          | unknown |          |
./spec/models/sponsored_benefits/forms/plan_design_census_employee_import_spec.rb[1:4:1]                        | unknown |          |
./spec/models/sponsored_benefits/forms/plan_design_census_employee_import_spec.rb[1:4:2]                        | unknown |          |
./spec/models/sponsored_benefits/forms/plan_design_census_employee_import_spec.rb[1:4:3]                        | unknown |          |
./spec/models/sponsored_benefits/forms/plan_design_census_employee_import_spec.rb[1:5:1]                        | unknown |          |
./spec/models/sponsored_benefits/forms/plan_design_census_employee_import_spec.rb[1:5:2]                        | unknown |          |
./spec/models/sponsored_benefits/forms/plan_design_census_employee_import_spec.rb[1:6:1:1]                      | unknown |          |
./spec/models/sponsored_benefits/forms/plan_design_census_employee_import_spec.rb[1:6:2:1]                      | unknown |          |
./spec/models/sponsored_benefits/locations/rating_area_spec.rb[1:1]                                             | unknown |          |
./spec/models/sponsored_benefits/locations/service_area_spec.rb[1:1]                                            | unknown |          |
./spec/models/sponsored_benefits/organizations/aca_shop_cca_employer_profile_spec.rb[1:1]                       | unknown |          |
./spec/models/sponsored_benefits/organizations/aca_shop_cca_employer_profile_spec.rb[1:2:1]                     | unknown |          |
./spec/models/sponsored_benefits/organizations/aca_shop_cca_employer_profile_spec.rb[1:2:2]                     | unknown |          |
./spec/models/sponsored_benefits/organizations/aca_shop_cca_plan_design_proposal_builder_spec.rb[1:1]           | unknown |          |
./spec/models/sponsored_benefits/organizations/aca_shop_dc_employer_profile_spec.rb[1:1]                        | unknown |          |
./spec/models/sponsored_benefits/organizations/benefit_sponsor_factory_spec.rb[1:1]                             | unknown |          |
./spec/models/sponsored_benefits/organizations/broker_agency_profile_spec.rb[1:1]                               | unknown |          |
./spec/models/sponsored_benefits/organizations/contact_center_profile_spec.rb[1:1]                              | unknown |          |
./spec/models/sponsored_benefits/organizations/exempt_organization_spec.rb[1:1]                                 | unknown |          |
./spec/models/sponsored_benefits/organizations/fehb_employer_profile_spec.rb[1:1]                               | unknown |          |
./spec/models/sponsored_benefits/organizations/general_organization_spec.rb[1:1]                                | unknown |          |
./spec/models/sponsored_benefits/organizations/guest_organization_spec.rb[1:1]                                  | unknown |          |
./spec/models/sponsored_benefits/organizations/hbx_profile_spec.rb[1:1]                                         | unknown |          |
./spec/models/sponsored_benefits/organizations/issuer_profile_spec.rb[1:1]                                      | unknown |          |
./spec/models/sponsored_benefits/organizations/organization_spec.rb[1:1:1]                                      | unknown |          |
